,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,1日主力净流入-总净额(亿),5日主力净流入-总净额(亿),29日主力净流入-总净额(亿),1日涨跌幅(%),5日涨跌幅(%),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
576,钢铁行业,002075,沙钢股份,130.0,130.0,41.74,2.0,5.92,-0.3,-2.1,-7.5,0.2,-5.1,-3.1,4.78,-5.13
577,钢铁行业,605158,华达新材,46.0,46.0,33.37,1.83,8.98,-0.1,-0.2,-1.0,0.1,-1.3,-2.8,2.39,-28.73
578,钢铁行业,833751,惠同新材,21.0,20.0,43.1,5.41,23.65,-0.0,0.2,-0.5,-0.3,8.2,1.8,26.88,99.58
579,钢铁行业,600382,广东明珠,42.0,42.0,18.17,1.54,6.04,-0.1,-0.3,-0.3,-0.3,-1.0,9.8,11.65,40.14
580,环保行业,301203,国泰环保,30.0,17.0,22.98,2.09,37.94,0.3,0.3,0.0,16.6,19.1,15.8,23.26,32.01
581,环保行业,002973,侨银股份,65.0,36.0,26.19,2.62,15.99,0.2,0.6,-0.9,8.9,17.2,15.5,17.14,52.58
582,环保行业,300388,节能国祯,59.0,59.0,16.29,1.29,8.66,-0.2,-0.0,-0.3,7.7,11.5,19.3,25.87,16.71
583,环保行业,301305,朗坤科技,53.0,27.0,18.16,1.43,22.09,0.2,0.4,0.6,6.6,8.1,18.6,23.89,25.37
584,环保行业,300692,中环环保,33.0,30.0,37.84,1.53,7.86,0.0,0.2,-0.2,4.7,10.2,21.7,20.0,39.61
585,环保行业,688480,赛恩斯,46.0,31.0,47.15,4.09,48.5,-0.1,-0.2,-0.1,3.9,1.0,12.2,54.21,82.95
586,环保行业,300664,鹏鹞环保,43.0,43.0,11.52,0.97,5.65,0.1,0.1,-0.1,3.9,2.9,3.3,6.81,-2.25
587,环保行业,688376,美埃科技,69.0,26.0,35.24,3.67,51.4,0.1,-0.4,0.2,3.4,6.0,14.4,48.77,54.87
588,环保行业,003027,同兴科技,26.0,21.0,24.97,1.54,20.05,0.0,-0.0,-0.4,3.1,3.6,6.4,12.83,35.93
589,环保行业,603817,海峡环保,38.0,38.0,15.45,1.22,6.73,0.2,0.7,0.6,3.1,9.3,12.2,17.86,21.26
590,环保行业,301109,军信股份,122.0,32.0,15.19,1.62,15.41,0.0,-0.5,-0.9,3.0,-0.1,9.8,-1.97,36.73
591,环保行业,000035,中国天楹,120.0,116.0,28.37,1.11,4.8,-0.0,0.3,-0.1,3.0,7.9,10.1,11.37,-0.83
592,环保行业,001230,劲旅环境,32.0,13.0,20.56,1.72,24.24,0.0,-0.0,-0.5,2.6,0.6,10.7,14.83,49.08
593,环保行业,300815,玉禾田,108.0,106.0,16.86,2.51,27.08,0.1,-0.7,-6.8,2.6,-2.1,32.9,37.46,77.92
594,环保行业,688466,金科环境,27.0,27.0,43.48,2.32,21.59,-0.0,-0.2,-1.0,2.6,-5.5,8.4,26.41,64.31
595,环保行业,000885,城发环境,98.0,98.0,8.34,1.11,15.29,0.0,-0.1,-0.9,2.5,2.0,8.7,15.57,19.92
596,环保行业,600526,菲达环保,47.0,38.0,18.43,1.07,5.25,-0.1,-0.5,-0.4,2.3,-0.9,6.5,10.76,19.59
597,环保行业,601330,绿色动力,101.0,71.0,13.33,1.27,7.22,0.0,-0.1,-0.7,2.3,3.3,0.7,2.56,13.52
598,环保行业,603797,联泰环保,28.0,28.0,16.29,0.84,4.71,0.0,0.0,-0.4,2.2,0.9,-2.3,8.03,20.46
599,环保行业,300187,永清环保,34.0,34.0,23.94,3.11,5.32,-0.0,-0.1,-0.3,2.1,-2.0,-2.6,4.52,7.26
600,环保行业,301265,华新环保,35.0,19.0,45.12,1.64,11.4,-0.0,-0.2,-0.7,2.0,-1.8,-2.7,14.57,27.8
601,环保行业,600796,钱江生化,51.0,18.0,23.78,1.51,5.88,0.0,-0.0,-0.3,1.9,0.2,-3.0,0.0,2.98
602,环保行业,301500,飞南资源,93.0,23.0,29.25,2.01,16.55,-0.1,-0.2,-1.6,1.8,-2.0,3.8,10.41,29.7
603,环保行业,002887,绿茵生态,31.0,20.0,26.09,1.35,10.04,0.0,0.1,-0.2,1.8,10.2,6.9,11.43,49.4
604,环保行业,300867,圣元环保,47.0,33.0,20.57,1.25,17.37,0.1,-0.1,-1.6,1.6,-0.9,-1.8,-14.69,35.07
605,环保行业,002034,旺能环境,76.0,76.0,9.94,1.1,17.49,-0.0,0.1,-0.4,1.5,0.3,1.7,6.26,14.99
606,环保行业,688057,金达莱,35.0,35.0,27.54,1.09,12.68,0.0,-0.0,-0.5,1.2,-3.1,-2.4,7.55,16.87
607,环保行业,002479,富春环保,46.0,46.0,12.28,1.1,5.29,-0.0,-0.1,-0.5,1.0,0.2,-0.2,3.73,15.25
608,环保行业,300172,中电环保,37.0,28.0,34.0,1.93,5.42,0.0,-0.1,-1.4,0.9,-0.9,-2.2,-0.73,8.4
609,环保行业,301175,中科环保,81.0,34.0,20.66,2.26,5.51,-0.0,-0.2,-0.8,0.9,-0.7,0.7,6.37,4.55
610,环保行业,300899,*ST凯鑫,18.0,12.0,28.66,2.72,28.45,-0.0,-0.0,-0.3,0.9,6.1,18.8,26.16,37.17
611,环保行业,300864,南大环境,32.0,32.0,19.35,2.51,20.45,0.0,0.0,-0.4,0.8,-1.3,-3.8,3.44,1.64
612,环保行业,300335,迪森股份,29.0,23.0,28.24,1.49,5.99,-0.0,-0.2,-1.4,0.8,0.7,1.4,12.81,26.91
613,环保行业,605069,正和生态,23.0,9.0,47.88,2.58,10.92,0.0,-0.0,-0.9,0.7,2.2,-2.4,3.21,43.12
614,环保行业,301127,武汉天源,93.0,92.0,35.81,2.77,13.86,-0.1,-0.5,-2.9,0.7,-3.1,-10.3,-9.23,-7.85
615,环保行业,601033,永兴股份,148.0,40.0,16.09,1.43,16.5,-0.1,-0.5,-1.1,0.7,1.9,6.9,3.13,19.05
616,环保行业,000551,创元科技,55.0,55.0,17.18,1.97,11.43,-0.0,-0.4,-2.5,0.6,-2.1,2.4,11.4,15.69
617,环保行业,601200,上海环境,111.0,111.0,16.45,0.97,8.21,0.0,-0.1,-0.3,0.5,-0.7,0.1,4.06,1.73
618,环保行业,000920,沃顿科技,60.0,54.0,24.14,3.12,12.71,0.0,-0.3,-0.4,0.5,-2.7,14.6,22.57,44.93
619,环保行业,601827,三峰环境,144.0,144.0,10.65,1.26,8.64,-0.1,-0.0,-0.3,0.5,1.2,3.1,6.27,3.6
620,环保行业,600388,龙净环保,161.0,161.0,18.05,1.56,12.66,-0.0,-0.2,-0.6,0.2,0.5,4.0,7.56,2.34
621,环保行业,688101,三达膜,55.0,55.0,14.12,1.3,16.61,-0.1,-0.4,-0.5,0.0,-5.1,13.2,24.98,26.89
622,环保行业,603588,高能环境,102.0,102.0,10.11,1.07,6.67,-0.1,-0.7,-2.2,0.0,-1.9,2.9,20.61,29.01
623,环保行业,300774,倍杰特,39.0,19.0,39.22,2.68,9.53,-0.0,-0.4,-0.6,-0.1,-7.6,1.7,10.3,11.07
624,环保行业,600874,创业环保,94.0,74.0,9.98,0.96,6.01,-0.1,0.1,-0.2,-0.3,0.3,-1.0,1.86,3.62
625,环保行业,300140,节能环境,195.0,64.0,17.91,1.4,6.3,-0.0,0.1,-0.2,-0.5,-0.9,-0.5,5.7,6.24
626,环保行业,603686,福龙马,79.0,79.0,41.97,2.33,18.94,-0.5,-0.9,-3.9,-1.2,2.4,16.6,28.49,84.96
627,文化传媒,600959,江苏有线,188.0,188.0,46.39,0.83,3.76,0.3,-0.3,-1.6,5.6,1.3,5.0,10.26,12.91
628,文化传媒,605577,龙版传媒,62.0,62.0,25.92,1.64,14.0,-0.1,-0.4,-0.3,3.3,1.0,6.3,8.78,-2.64
629,文化传媒,601858,中国科传,172.0,172.0,45.25,3.08,21.73,-0.2,-0.3,-0.8,2.4,0.6,8.3,12.42,8.06
630,文化传媒,605168,三人行,67.0,67.0,23.38,2.52,31.99,0.0,-0.4,-3.0,2.4,-5.2,-6.0,14.05,-9.12
631,文化传媒,603103,横店影视,109.0,109.0,26.98,7.96,17.2,-0.2,-0.2,-1.3,2.0,3.5,-1.3,5.59,19.53
632,文化传媒,601999,出版传媒,40.0,40.0,46.25,1.54,7.29,-0.0,-0.1,-0.2,1.7,1.0,1.8,7.05,17.39
633,文化传媒,601900,南方传媒,120.0,120.0,13.36,1.46,13.66,0.1,-0.4,-0.7,1.6,-3.2,-3.8,-10.66,-6.18
634,文化传媒,301262,海看股份,106.0,31.0,22.84,2.8,25.38,-0.0,-0.2,-0.7,1.5,-1.7,-3.2,3.8,3.72
635,文化传媒,600551,时代出版,60.0,60.0,14.45,1.04,8.9,-0.1,-0.2,-3.7,1.4,-0.4,-12.9,4.46,7.1
636,文化传媒,000156,华数传媒,152.0,139.0,29.84,1.02,8.18,0.1,0.1,-0.3,1.4,-1.4,0.1,5.14,16.52
637,文化传媒,300770,新媒股份,104.0,104.0,15.02,2.77,45.59,-0.1,-0.4,-1.3,1.3,-0.7,12.8,11.17,14.98
638,文化传媒,603096,新经典,28.0,28.0,30.06,1.53,18.27,-0.0,-0.1,-0.6,1.2,-1.1,-3.6,-8.38,0.66
639,文化传媒,603999,读者传媒,38.0,38.0,49.76,1.92,6.67,0.0,0.0,-0.6,1.2,-0.7,-3.6,1.83,8.99
640,文化传媒,300148,天舟文化,41.0,40.0,40.09,4.17,4.96,-0.1,-0.5,-3.0,0.8,-4.4,-3.3,-0.8,36.64
641,文化传媒,000719,中原传媒,128.0,84.0,12.06,1.12,12.53,0.0,-0.1,-0.6,0.8,0.1,-1.7,-0.08,16.45
642,文化传媒,601921,XD浙版传,185.0,185.0,13.71,1.35,8.34,-0.0,-0.3,-1.7,0.7,-2.1,2.5,5.7,11.5
643,文化传媒,600757,长江传媒,107.0,107.0,7.79,1.1,8.8,0.1,0.1,-0.2,0.7,-2.5,-7.9,-4.76,-3.93
644,文化传媒,300788,中信出版,60.0,60.0,24.63,2.68,31.39,-0.0,-0.2,-0.8,0.6,-4.3,-2.7,-0.57,0.45
645,文化传媒,603230,内蒙新华,45.0,45.0,18.07,1.67,12.84,-0.1,-0.3,-0.3,0.5,-6.0,-3.5,2.31,5.42
646,文化传媒,002181,粤 传 媒,92.0,90.0,44.0,2.21,7.92,-0.1,-0.4,-3.6,0.4,7.5,11.7,9.85,42.96
647,文化传媒,601019,山东出版,175.0,175.0,13.08,1.17,8.4,0.1,0.2,-0.3,0.4,-3.2,-7.1,-13.93,-23.91
648,文化传媒,601801,皖新传媒,132.0,132.0,9.73,1.1,6.74,0.0,-0.0,0.2,0.3,-2.0,-1.6,1.51,-6.91
649,文化传媒,603888,新华网,135.0,135.0,43.77,3.72,19.99,-0.1,-1.6,-2.9,0.2,-6.2,4.3,11.68,17.04
650,文化传媒,600373,中文传媒,140.0,138.0,24.12,0.8,10.25,-0.3,-0.0,-0.3,0.2,0.2,1.7,-0.58,-15.64
651,文化传媒,002803,吉宏股份,77.0,49.0,32.47,2.91,16.95,-0.1,-0.5,-2.0,0.1,-3.5,1.2,24.82,35.38
652,文化传媒,300280,*ST紫天,4.0,4.0,39.34,0.36,2.74,-0.1,-0.3,-3.3,-13.6,-36.0,-82.8,-68.65,-87.01
653,包装材料,600210,紫江企业,120.0,120.0,12.69,1.94,7.91,0.2,-2.6,0.9,5.7,2.5,23.6,27.38,25.36
654,包装材料,003003,天元股份,22.0,15.0,35.69,1.76,12.7,-0.1,-0.1,-0.8,2.4,2.1,1.8,7.99,34.96
655,包装材料,603022,新通联,21.0,21.0,49.43,2.66,10.71,-0.0,-0.2,-0.6,2.4,-2.8,3.7,21.15,48.34
656,包装材料,002303,美盈森,66.0,42.0,18.78,1.49,4.32,0.0,-0.4,-1.6,2.1,0.9,14.3,21.35,25.22
657,包装材料,002014,永新股份,71.0,70.0,19.48,2.98,11.66,0.0,0.1,-0.1,2.0,3.8,0.3,-2.1,12.77
658,包装材料,002701,奥瑞金,152.0,151.0,8.39,1.57,5.92,-0.2,-0.4,-0.9,1.9,6.1,7.1,2.78,6.67
659,包装材料,002228,合兴包装,41.0,41.0,17.85,1.24,3.39,0.0,0.0,-0.3,1.8,0.9,-1.7,3.67,19.79
660,包装材料,301296,新巨丰,41.0,29.0,35.17,1.52,9.88,0.0,-0.1,-0.6,1.8,1.4,2.6,7.27,-2.08
661,包装材料,002787,华源控股,28.0,21.0,28.96,1.51,8.38,-0.1,-0.2,-0.6,1.2,0.2,-4.6,1.95,7.71
662,包装材料,301223,中荣股份,35.0,20.0,22.65,1.19,18.02,-0.0,-0.1,0.1,1.2,0.7,4.4,0.84,14.41
663,包装材料,603687,大胜达,48.0,48.0,40.22,1.47,8.65,-0.5,-0.0,-1.1,1.1,12.3,13.2,19.64,19.64
664,包装材料,002191,劲嘉股份,63.0,63.0,25.97,0.95,4.37,-0.1,-0.4,0.3,0.9,-2.2,7.4,10.35,4.05
665,包装材料,002752,昇兴股份,55.0,55.0,18.53,1.58,5.59,-0.1,-0.2,-0.9,0.4,-1.1,-2.1,3.9,-10.56
666,包装材料,601968,宝钢包装,66.0,66.0,32.03,1.45,5.15,-0.1,-0.2,-0.4,0.2,-0.8,0.8,7.97,4.67
667,医药商业,301015,百洋医药,153.0,153.0,46.86,7.39,29.09,0.5,1.1,2.0,7.1,12.2,35.2,21.01,24.05
668,医药商业,600829,人民同泰,50.0,50.0,34.2,1.68,8.56,0.1,0.0,-2.7,2.8,2.9,-9.4,15.05,14.13
669,医药商业,000705,浙江震元,32.0,27.0,28.39,1.59,9.56,-0.2,0.2,-0.8,2.0,2.5,0.4,14.49,21.78
670,医药商业,605266,健之佳,34.0,34.0,23.44,1.31,21.96,-0.0,-0.1,-0.5,2.0,2.3,0.1,0.27,-0.27
671,医药商业,000411,英特集团,61.0,38.0,12.26,1.32,11.68,0.0,-0.1,0.2,1.8,-5.0,4.2,11.56,13.73
672,医药商业,002727,一心堂,89.0,60.0,17.85,1.2,15.22,0.0,-0.4,-2.0,1.7,1.9,0.4,-11.72,19.56
673,医药商业,301408,华人健康,56.0,21.0,26.99,2.74,14.0,-0.1,-0.4,-2.0,1.7,0.1,-1.6,15.42,28.09
674,医药商业,000028,国药一致,144.0,124.0,10.82,0.79,25.88,-0.1,-0.4,-0.9,1.5,0.2,0.5,3.81,-10.39
675,医药商业,603883,老百姓,135.0,134.0,16.92,2.02,17.71,-0.1,-1.0,-10.9,1.2,-1.0,-7.4,-21.08,8.72
676,医药商业,600056,中国医药,163.0,163.0,27.71,1.39,10.89,-0.0,-0.2,-1.7,1.1,-0.1,-0.9,5.93,-1.09
677,医药商业,002462,嘉事堂,41.0,41.0,19.12,0.94,14.06,-0.1,-0.2,-0.5,0.9,-1.3,-0.1,8.4,10.27
678,医药商业,000950,重药控股,91.0,91.0,16.07,0.79,5.25,-0.0,-0.2,-1.2,0.8,0.0,-1.5,4.79,-1.87
679,医药商业,603368,柳药集团,73.0,73.0,8.47,0.96,18.32,-0.1,-0.8,-1.4,0.7,0.2,2.4,9.18,7.07
680,医药商业,600713,南京医药,65.0,64.0,11.17,0.95,4.97,0.1,0.6,0.2,0.6,-0.6,-6.2,-0.8,3.76
681,医药商业,002788,鹭燕医药,33.0,33.0,10.77,1.05,8.57,-0.0,-0.1,-0.6,0.6,0.8,-1.0,5.41,9.03
682,装修建材,002088,鲁阳节能,65.0,64.0,42.59,2.54,12.72,0.2,0.2,0.7,6.2,8.4,16.7,18.88,6.09
683,装修建材,002392,北京利尔,103.0,99.0,23.77,1.86,8.69,-0.1,-0.5,-0.6,5.8,-1.6,22.6,41.07,85.29
684,装修建材,603008,喜临门,72.0,72.0,13.6,1.92,19.51,-0.1,-1.0,-2.7,3.9,3.0,22.5,24.98,20.14
685,装修建材,001216,华瓷股份,41.0,41.0,17.31,2.38,16.47,0.1,0.0,-1.4,3.3,4.1,-2.8,28.57,33.36
686,装修建材,603661,恒林股份,47.0,47.0,12.86,1.23,33.54,0.0,-0.1,0.2,3.2,5.6,14.3,23.08,12.1
687,装修建材,603137,恒尚节能,27.0,11.0,30.08,2.2,14.94,0.0,-0.0,0.4,3.0,-0.2,0.9,11.83,42.02
688,装修建材,301429,森泰股份,23.0,9.0,37.15,1.72,19.6,-0.0,0.1,-0.1,2.7,2.1,-1.1,10.24,28.95
689,装修建材,603313,梦百合,51.0,51.0,22.14,1.35,8.89,0.0,-0.1,-0.9,2.7,1.9,5.0,6.09,32.69
690,装修建材,603326,我乐家居,29.0,29.0,15.61,2.51,9.03,0.0,-0.1,-0.3,2.4,3.0,2.1,15.47,60.68
691,装修建材,002043,兔 宝 宝,90.0,79.0,16.71,2.91,10.79,0.1,0.2,-0.4,2.0,2.1,9.9,9.43,-4.43
692,装修建材,603856,东宏股份,33.0,33.0,16.16,1.25,11.67,0.0,-0.3,-0.2,1.7,-0.7,-3.2,4.29,7.36
693,装修建材,603600,永艺股份,38.0,34.0,14.17,1.64,11.37,0.0,-0.0,-0.3,1.5,3.8,4.5,9.01,-1.9
694,装修建材,603801,志邦家居,44.0,44.0,15.94,1.34,10.13,-0.0,-0.0,-0.9,1.5,1.0,1.0,3.9,-17.04
695,装修建材,603180,金牌家居,31.0,31.0,24.56,1.13,20.27,0.0,-0.1,0.6,1.2,1.3,0.7,7.19,-1.7
696,装修建材,002372,伟星新材,171.0,158.0,31.46,3.73,10.71,-0.1,-0.0,-1.3,1.2,0.2,-2.0,-1.2,-11.78
697,装修建材,002790,瑞尔特,31.0,20.0,30.29,1.49,7.49,-0.0,0.0,0.2,1.2,1.9,-1.2,5.05,5.49
698,装修建材,002398,垒知集团,36.0,30.0,27.63,1.02,5.21,0.0,-0.1,-1.0,1.0,-0.6,-7.0,5.04,20.88
699,装修建材,002572,索菲亚,131.0,89.0,20.53,1.92,13.62,0.1,-0.3,-0.5,0.7,-0.2,-2.0,-1.59,-15.82
700,装修建材,003012,东鹏控股,82.0,81.0,18.81,1.1,7.11,-0.3,-0.5,0.1,-1.1,-3.5,15.6,24.96,11.62
701,装修建材,001238,浙江正特,57.0,17.0,40.38,4.94,51.77,0.0,-0.1,-0.1,-1.2,0.1,32.0,34.92,91.53
702,装修建材,603610,麒盛科技,60.0,60.0,28.3,1.92,16.94,-0.4,0.5,0.4,-6.4,4.2,35.3,41.64,35.41
703,燃气,300332,天壕能源,51.0,49.0,36.73,1.2,5.86,-0.3,-0.3,-1.2,10.8,10.8,12.5,15.35,1.21
704,燃气,300435,中泰股份,72.0,69.0,26.79,2.32,18.71,0.0,-0.0,-2.1,5.0,3.5,20.6,17.9,57.49
705,燃气,001299,美能能源,31.0,8.0,30.44,2.6,12.93,0.0,0.1,-0.2,2.5,2.3,7.7,15.14,43.51
706,燃气,603393,新天然气,127.0,126.0,10.18,1.44,29.86,-0.0,-1.0,-2.0,2.2,0.7,2.1,-0.13,-1.35
707,燃气,603080,新疆火炬,30.0,30.0,14.87,2.09,21.55,-0.0,-0.3,-3.2,1.8,0.6,18.4,18.93,38.85
708,燃气,002267,陕天然气,92.0,92.0,9.02,1.39,8.26,0.0,-0.2,0.8,1.7,-1.0,3.9,7.97,1.98
709,燃气,002700,万憬能源,30.0,19.0,40.37,2.26,7.33,-0.1,-0.2,-1.4,1.7,0.3,-2.8,-18.65,-28.28
710,燃气,000407,胜利股份,33.0,33.0,18.91,1.11,3.8,0.1,0.2,0.3,1.6,2.7,9.2,12.43,12.43
711,燃气,000968,蓝焰控股,68.0,68.0,14.59,1.1,7.05,0.0,-0.2,-0.7,1.6,0.6,-1.4,-0.28,6.5
712,燃气,600617,国新能源,54.0,50.0,36.35,1.57,2.82,0.1,-0.2,-0.5,1.4,-1.1,0.0,4.83,4.44
713,燃气,000593,德龙汇能,24.0,24.0,48.41,2.74,6.67,-0.2,-0.3,-0.3,1.4,0.9,3.9,12.1,22.39
714,燃气,600681,百川能源,52.0,52.0,15.69,1.43,3.85,0.0,0.1,0.3,1.3,-0.5,4.9,10.32,14.58
715,燃气,601139,深圳燃气,190.0,190.0,14.93,1.23,6.62,0.0,-0.3,-0.7,1.1,0.2,1.2,4.58,-4.06
716,燃气,600635,大众公用,122.0,100.0,18.35,1.37,4.14,0.1,0.1,-1.3,1.0,0.5,-1.4,7.81,-6.12
717,燃气,603689,皖天然气,44.0,43.0,11.77,1.33,8.88,-0.0,-0.1,-0.2,0.9,2.1,3.1,6.6,2.9
718,燃气,603706,东方环宇,40.0,40.0,16.05,2.41,20.95,-0.0,-0.2,-1.0,0.9,-1.9,2.3,1.75,17.63
719,燃气,605169,洪通燃气,42.0,42.0,28.88,2.18,14.88,-0.0,-0.2,-3.9,0.7,-1.5,33.0,37.4,49.85
720,燃气,600917,重庆燃气,90.0,90.0,42.59,1.57,5.75,-0.0,-0.1,-0.1,0.7,0.5,-0.3,3.6,-4.33
721,燃气,600903,贵州燃气,80.0,80.0,42.02,2.61,6.93,0.0,-0.1,-1.0,0.6,-0.4,-0.4,-0.86,-10.7
722,燃气,605368,蓝天燃气,71.0,71.0,17.38,2.06,9.95,0.0,-0.0,-0.4,0.3,0.2,-0.7,1.43,-9.38
723,燃气,002911,佛燃能源,145.0,141.0,23.48,3.17,11.21,0.0,-0.2,-1.8,0.3,-2.4,7.6,10.44,-7.81
724,燃气,603053,成都燃气,97.0,97.0,17.46,2.06,10.86,-0.1,0.2,0.4,-0.4,3.7,14.1,19.08,11.61
725,航天航空,688510,航亚科技,60.0,60.0,49.24,5.18,23.33,0.1,0.2,-1.2,2.9,-3.8,-9.8,6.87,35.48
726,航天航空,688239,航宇科技,73.0,73.0,40.55,3.83,38.42,0.0,-0.3,-1.6,0.9,-0.5,-3.6,23.9,34.52
727,航天航空,300775,三角防务,136.0,132.0,25.11,2.36,24.79,-0.4,-1.8,-7.9,-0.3,-7.9,-10.5,3.42,0.24
728,美容护理,603059,倍加洁,33.0,33.0,38.3,3.21,33.19,0.2,0.1,-5.3,5.7,5.2,17.7,33.51,42.26
729,美容护理,300658,延江股份,24.0,16.0,46.04,1.78,7.15,0.1,0.1,-0.6,5.5,7.7,-2.3,12.6,38.83
730,美容护理,301371,敷尔佳,140.0,21.0,30.4,2.54,26.85,-0.1,-0.2,-1.0,3.2,1.6,1.5,-0.89,-3.83
731,美容护理,600315,上海家化,185.0,185.0,34.87,2.66,27.57,0.2,-0.5,0.2,2.0,1.7,24.0,26.01,63.04
732,美容护理,603238,诺邦股份,38.0,38.0,28.8,2.66,21.2,0.0,-0.4,-0.9,1.5,-0.8,10.8,11.7,67.46
733,美容护理,605009,豪悦护理,75.0,75.0,25.23,2.25,34.84,0.0,-0.4,-2.6,1.1,-4.2,-14.1,-27.33,24.38
734,美容护理,603193,润本股份,120.0,31.0,32.0,5.52,29.66,-0.0,-0.1,-3.1,0.6,0.6,-13.9,-13.63,28.29
735,美容护理,002243,力合科创,108.0,108.0,45.76,1.49,8.95,0.1,-0.1,-1.0,0.3,0.9,8.7,13.43,12.02
736,美容护理,001328,登康口腔,72.0,18.0,42.54,5.14,42.08,-0.1,-0.2,-0.8,0.2,-0.1,-5.2,-18.59,35.7
737,美容护理,300740,水羊股份,87.0,80.0,35.11,4.19,22.2,-0.2,-0.8,-2.0,0.1,-1.2,32.1,24.09,67.93
738,美容护理,603983,丸美生物,164.0,164.0,44.18,4.88,40.93,-0.1,-0.1,0.1,-0.2,1.0,2.1,-3.69,28.87
739,美容护理,001206,依依股份,52.0,30.0,25.35,2.78,28.03,-0.1,0.4,-0.3,-1.0,8.9,11.6,22.99,76.07
740,美容护理,003006,百亚股份,131.0,130.0,34.73,9.25,30.4,-0.1,-0.0,0.4,-3.5,0.9,12.7,10.95,29.69
741,造纸印刷,600966,博汇纸业,71.0,71.0,39.28,1.03,5.29,-0.0,-0.1,-0.3,2.5,2.7,5.4,23.02,3.12
742,造纸印刷,002521,齐峰新材,56.0,42.0,44.66,1.44,10.06,-0.0,-0.2,-1.0,2.2,-1.5,10.9,13.29,3.5
743,造纸印刷,600356,恒丰纸业,31.0,31.0,16.41,1.17,10.43,-0.0,-0.3,0.3,2.1,1.4,15.6,32.03,38.88
744,造纸印刷,002836,新宏泽,22.0,22.0,35.19,6.37,9.61,0.0,-0.0,-0.1,2.0,2.2,-2.0,5.95,34.97
745,造纸印刷,002117,东港股份,63.0,63.0,40.17,4.62,12.04,0.0,-1.1,-2.4,1.8,-6.9,-0.7,2.21,4.97
746,造纸印刷,301469,恒达新材,26.0,13.0,37.68,1.89,28.83,-0.0,-0.2,-0.2,1.3,-0.8,3.4,10.59,24.54
747,造纸印刷,603607,京华激光,44.0,44.0,45.96,4.44,24.5,-0.1,-0.7,0.3,1.2,-10.8,4.0,-9.69,55.26
748,造纸印刷,605007,五洲特纸,59.0,49.0,24.05,1.73,12.27,-0.0,-0.1,-0.2,1.1,0.1,0.4,4.43,-2.15
749,造纸印刷,002511,中顺洁柔,109.0,108.0,36.41,1.99,8.5,-0.3,-0.5,-0.7,1.0,-1.6,11.0,25.18,24.82
750,造纸印刷,605377,华旺科技,52.0,52.0,16.7,1.33,9.34,0.0,0.4,1.4,0.6,-1.2,1.0,8.1,-13.12
751,造纸印刷,600963,岳阳林纸,83.0,83.0,29.27,1.03,4.7,-0.1,0.3,-1.8,0.6,-0.4,-3.3,6.33,-6.93
752,造纸印刷,603499,翔港科技,57.0,57.0,36.55,6.68,18.92,-0.1,-0.7,-0.4,0.6,-6.0,18.5,22.86,3.28
753,造纸印刷,603165,荣晟环保,36.0,36.0,15.47,1.67,13.05,-0.0,0.3,-0.1,0.2,7.4,5.4,19.07,10.97
754,造纸印刷,600308,华泰股份,56.0,56.0,41.26,0.61,3.68,-0.1,-0.3,-0.5,-0.5,1.1,2.5,7.6,1.38
755,造纸印刷,603733,仙鹤股份,174.0,174.0,18.38,2.19,24.7,-0.1,0.0,0.2,-0.8,-0.6,16.1,24.37,22.7
756,造纸印刷,603058,永吉股份,39.0,38.0,34.05,3.19,9.18,-0.2,-0.1,0.1,-3.1,-0.4,1.2,16.06,5.4
757,家电行业,603551,奥普科技,51.0,50.0,19.24,3.89,13.11,0.1,0.1,-0.2,5.1,4.1,16.2,27.16,29.16
758,家电行业,002011,盾安环境,138.0,119.0,12.92,2.27,12.98,0.4,-0.0,-2.2,4.8,2.0,12.3,15.79,20.07
759,家电行业,300217,东方电热,89.0,74.0,48.8,2.15,6.01,-0.0,0.5,-1.1,4.7,12.8,16.7,20.2,34.15
760,家电行业,002420,毅昌科技,30.0,29.0,43.57,4.93,7.29,0.0,-0.1,-0.5,4.0,8.2,15.0,24.4,38.07
761,家电行业,002668,TCL智家,117.0,117.0,9.16,3.82,10.79,0.2,0.2,0.3,3.9,3.5,5.3,11.47,-17.76
762,家电行业,601956,东贝集团,44.0,44.0,31.89,1.73,7.0,0.0,0.0,-1.4,2.5,2.5,5.9,1.16,47.99
763,家电行业,300403,汉宇集团,99.0,70.0,42.13,4.68,16.39,-0.2,0.2,-4.5,2.4,4.3,9.1,16.32,65.56
764,家电行业,002508,老板电器,192.0,190.0,13.48,1.68,20.31,0.0,-0.1,-1.1,2.2,0.5,4.7,8.55,-2.96
765,家电行业,002959,小熊电器,87.0,84.0,21.12,3.09,55.12,-0.3,-1.1,-1.2,2.1,-0.6,11.9,17.28,17.48
766,家电行业,831768,拾比佰,17.0,11.0,28.32,2.43,14.92,-0.0,-0.1,0.1,2.1,0.9,27.5,31.69,101.62
767,家电行业,300824,北鼎股份,42.0,41.0,37.97,5.88,12.99,-0.0,-0.1,-0.4,2.0,0.6,2.4,4.76,35.59
768,家电行业,603726,朗迪集团,36.0,36.0,20.06,2.78,19.59,-0.0,-0.4,-0.6,1.9,-3.3,10.5,28.71,27.13
