,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,29日主力净流入-总净额(亿),29日涨跌幅(%),29日平均涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
1794,包装材料,002701,奥瑞金,153.84160419,153.70008624,5.79,1.64,-2.19,10.81,0.39,14.26,8.29
1795,通信设备,300308,中际旭创,1656.12187683,1647.99574237,26.16,8.15,2.93,59.19,1.6,87.08,21.17
1796,通信设备,603236,移远通信,215.16108888,215.16108888,25.39,5.2,2.58,15.41,0.57,19.73,20.89
1797,通信设备,000063,中兴通讯,1590.52534993,1339.10175858,16.21,2.2,2.41,7.49,0.26,5.46,-16.42
1798,通信设备,300628,亿联网络,435.79157342,249.65880297,19.38,5.5,0.33,3.48,0.12,4.02,-7.75
1799,通信设备,300627,华测导航,268.25864036,220.80984526,46.98,7.35,0.15,5.82,0.29,23.19,16.34
1800,通信设备,688100,威胜信息,177.79335928,177.79335928,31.89,5.62,0.05,7.96,0.22,3.61,1.35
1801,通信设备,003031,中瓷电子,234.14153911,176.57534089,47.64,3.92,-0.03,10.2,0.35,16.23,-0.12
1802,通信设备,688080,映翰通,34.48881021,34.48881021,38.71,3.28,-0.38,-6.34,0.07,16.49,42.73
1803,通信设备,688313,仕佳光子,186.22786494,186.22786494,49.96,14.72,-0.52,46.15,1.28,163.4,148.56
1804,通信设备,002491,通鼎互联,70.47868485,67.41166631,13.38,2.63,-0.64,14.4,0.51,37.74,11.48
1805,通信设备,301275,汉朔科技,238.8672,17.96070639,39.88,6.24,-0.81,7.25,0.25,5.01,106.76
1806,通信设备,601869,长飞光纤,298.00828847,159.77222506,49.11,2.53,-0.92,16.02,0.68,26.68,31.55
1807,通信设备,002296,辉煌科技,44.60695809,39.77906834,11.7,1.91,-1.5,6.35,0.2,13.48,19.15
1808,通信设备,688668,鼎通科技,84.77385113,84.77385113,40.07,4.71,-2.33,25.9,0.78,55.67,31.36
1809,通信设备,300638,广和通,199.63028375,138.98724424,42.37,5.77,-3.47,3.87,0.11,1.28,31.72
1810,通信设备,600522,中天科技,484.29755562,484.29755562,19.29,1.36,-3.69,7.2,0.22,5.58,-0.91
1811,通信设备,600487,亨通光电,379.38379025,376.06885703,17.03,1.32,-4.06,4.05,0.15,3.08,-9.48
1812,通信设备,600105,永鼎股份,127.19354777,127.19354777,10.97,3.85,-5.38,7.36,0.32,60.52,77.19
1813,通信设备,300394,天孚通信,662.35833913,661.02623202,49.05,16.17,-9.42,45.63,1.4,78.88,31.28
1814,通信设备,300502,新易盛,1306.73508298,1163.9742751,20.77,13.57,-15.33,51.88,1.42,135.71,59.9
1815,汽车整车,600066,宇通客车,578.94510681,578.94510681,19.17,4.84,2.91,3.66,0.16,2.75,3.03
1816,汽车整车,000625,长安汽车,1266.02878986,1054.89493751,23.4,1.62,0.83,1.51,0.12,2.49,-4.42
1817,汽车整车,301039,中集车辆,157.23903884,121.963752,22.01,1.11,0.36,3.84,0.13,-0.83,-4.33
1818,汽车整车,000550,江铃汽车,177.5631198,106.64787201,14.51,1.53,-0.0,-0.53,-0.13,5.33,-12.28
1819,汽车整车,000957,中通客车,66.46453123,66.46453123,21.72,2.22,-1.07,5.64,0.14,9.9,2.66
1820,汽车整车,601633,长城汽车,1852.1558999,1343.67988938,26.44,2.33,-1.11,-3.52,-0.13,-6.92,-17.81
1821,汽车整车,000951,中国重汽,211.4764848,211.4764848,17.03,1.39,-1.29,0.11,0.03,-1.59,8.56
1822,汽车整车,600166,福田汽车,222.47895031,182.33609319,12.77,1.51,-1.8,3.28,0.07,16.6,11.95
1823,汽车整车,600686,金龙汽车,92.71423102,92.71423102,49.57,2.99,-5.49,-4.41,-0.22,8.93,-7.51
1824,汽车整车,600006,东风股份,144.2,144.2,23.84,1.71,-7.25,-10.55,-0.42,2.85,-2.17
1825,保险,601336,新华保险,1948.1568517,1302.35686783,8.28,2.44,3.12,20.45,0.71,29.67,25.65
1826,装修装饰,603929,亚翔集成,77.321664,77.321664,23.58,4.54,0.88,31.87,0.97,20.52,35.58
1827,装修装饰,601886,江河集团,78.17714214,78.17714214,13.53,1.11,0.57,24.55,0.73,29.94,38.0
1828,装修装饰,002081,金 螳 螂,97.71591176,97.29154291,11.41,0.72,-0.09,7.29,0.21,17.57,6.05
1829,装修装饰,603408,建霖家居,50.6205063,50.6205063,10.26,1.59,-0.13,3.22,0.11,4.72,-5.99
1830,装修装饰,002375,亚厦股份,53.86785922,53.33710666,20.18,0.67,-0.19,6.04,0.23,14.2,6.07
1831,装修装饰,605287,德才股份,21.504,21.504,12.27,1.37,-0.38,12.04,0.3,29.29,26.42
1832,装修装饰,000055,方大集团,46.60614145,29.33208222,35.28,0.76,-0.47,5.37,0.22,13.61,11.57
1833,美容护理,603605,珀莱雅,326.11181266,325.4184187,20.89,6.18,3.25,-6.3,-0.19,5.42,-1.46
1834,美容护理,300888,稳健医疗,227.39979002,68.53496843,22.87,2.02,0.1,-24.44,-0.62,-12.35,-6.65
1835,美容护理,001206,依依股份,41.37923423,23.79340017,19.12,2.27,-0.15,1.16,0.18,34.74,38.49
1836,美容护理,001328,登康口腔,77.35768834,19.33944455,44.82,5.65,-0.2,-9.46,-0.16,0.38,44.89
1837,美容护理,603238,诺邦股份,31.1528295,31.1528295,25.59,2.26,-0.23,10.4,0.42,23.59,38.63
1838,美容护理,003006,百亚股份,108.82978521,108.55753203,20.83,8.06,-0.37,-16.44,-0.52,-2.88,8.06
1839,美容护理,603983,丸美生物,162.1644,162.1644,30.02,4.89,-0.5,-13.62,-0.33,-4.8,27.33
1840,美容护理,300896,爱美客,522.78830379,360.38365722,29.45,7.37,-0.67,0.07,0.1,-4.8,-3.32
1841,美容护理,300856,科思股份,73.11309989,70.172306,38.07,2.78,-0.78,1.25,0.13,-0.9,-15.04
1842,美容护理,301371,敷尔佳,133.0946136,19.7739048,36.41,2.49,-1.05,-5.4,0.04,-1.95,-8.35
1843,美容护理,605009,豪悦护理,86.09157629,85.91224189,23.75,2.64,-1.24,-12.71,-0.12,5.18,42.91
1844,美容护理,600315,上海家化,143.92358232,143.92358232,16.57,2.1,-1.92,-11.71,-0.31,-2.01,26.61
1845,美容护理,300886,华业香料,21.7512584,12.69234404,47.48,3.8,-2.16,6.45,0.53,45.18,55.59
1846,美容护理,300740,水羊股份,63.25867151,58.23237411,37.76,3.06,-4.41,-8.94,0.22,34.83,22.69
1847,钢铁行业,000932,华菱钢铁,369.6118387,369.60724219,16.44,0.69,3.65,17.33,0.44,17.07,31.13
1848,钢铁行业,002110,三钢闽光,100.32084818,100.32084818,33.23,0.52,1.72,12.19,0.31,16.67,24.4
1849,钢铁行业,002756,永兴材料,185.01964853,133.39980757,24.16,1.5,1.27,11.01,0.36,13.72,-7.82
1850,钢铁行业,001203,大中矿业,167.84280274,143.84894886,18.67,2.7,0.85,24.77,0.77,40.89,31.56
1851,钢铁行业,600282,南钢股份,281.1281501,281.1281501,12.15,1.08,0.61,9.13,0.23,10.41,-1.08
1852,钢铁行业,000778,新兴铸管,148.22301746,145.62156572,27.04,0.58,0.47,8.7,0.26,12.99,-2.09
1853,钢铁行业,601003,柳钢股份,131.9838498,131.9838498,12.67,1.53,0.38,52.29,1.51,83.27,86.59
1854,钢铁行业,002443,金洲管道,34.40739787,34.33409641,32.76,1.01,0.21,11.0,0.39,18.46,16.37
1855,钢铁行业,600295,鄂尔多斯,266.72337701,188.27241701,14.53,1.35,0.2,6.53,0.24,17.51,4.04
1856,钢铁行业,000959,首钢股份,310.1818427,259.63981952,23.65,0.62,0.19,17.3,0.46,32.56,31.68
1857,钢铁行业,833751,惠同新材,15.96752,15.284351,37.19,4.36,0.15,7.24,0.31,16.53,55.27
1858,钢铁行业,300881,盛德鑫泰,41.118,21.45845625,20.81,4.15,0.14,22.63,0.78,29.12,25.65
1859,钢铁行业,603878,武进不锈,31.30765941,31.30765941,25.81,1.22,0.11,8.69,0.29,8.56,-0.89
1860,钢铁行业,600019,宝钢股份,1562.08631713,1553.0626426,16.04,0.78,-0.16,8.18,0.2,7.38,3.33
1861,钢铁行业,000825,太钢不锈,232.84207472,232.40691008,30.97,0.71,-0.39,16.48,0.5,25.15,17.24
1862,钢铁行业,600382,广东明珠,38.74797137,38.74797137,17.98,1.44,-0.4,11.98,0.41,31.91,29.47
1863,钢铁行业,605158,华达新材,43.266132,43.266132,27.73,1.75,-0.47,7.52,0.25,-6.0,-32.86
1864,钢铁行业,601686,友发集团,87.16714738,87.16714738,16.43,1.39,-0.49,8.68,0.24,20.96,17.21
1865,钢铁行业,000708,中信特钢,635.43713177,635.43713177,11.48,1.61,-0.52,12.12,0.36,15.72,15.5
1866,钢铁行业,603995,甬金股份,65.00680946,65.00680946,15.69,1.18,-0.57,10.2,0.45,0.85,-0.06
1867,钢铁行业,600507,方大特钢,115.42807571,115.42807571,11.53,1.22,-0.69,17.15,0.49,24.13,24.13
1868,钢铁行业,002478,常宝股份,49.82453841,39.79332357,11.2,0.9,-0.72,6.54,0.23,5.33,9.07
1869,钢铁行业,002318,久立特材,233.15293379,227.80619459,14.98,3.23,-0.78,-3.31,-0.18,2.62,6.19
1870,钢铁行业,000655,金岭矿业,55.54524346,55.54524346,28.28,1.63,-0.94,47.33,1.39,41.79,51.71
1871,钢铁行业,000709,河钢股份,246.02348199,245.98281507,26.48,0.48,-1.28,11.63,0.32,15.53,7.69
1872,钢铁行业,601969,海南矿业,153.50724388,151.91777572,23.94,2.2,-1.5,10.12,0.33,7.41,9.56
1873,钢铁行业,000923,河钢资源,91.57787323,88.09377078,18.19,0.95,-1.79,12.86,0.41,6.94,4.7
1874,钢铁行业,002075,沙钢股份,131.19076161,131.19055082,47.77,2.04,-3.33,3.66,0.08,8.14,-4.17
1875,农牧饲渔,603151,邦基科技,39.54364728,19.21606968,35.31,3.12,0.95,53.52,1.64,80.78,136.51
1876,农牧饲渔,300972,万辰集团,304.53676864,265.30140317,35.44,22.56,0.66,-10.21,0.17,44.16,103.38
1877,农牧饲渔,600540,新赛股份,29.70836266,29.70836266,40.83,5.9,0.32,7.71,0.39,-16.78,29.7
1878,农牧饲渔,002299,圣农发展,203.54462829,203.53340273,34.49,1.97,0.16,5.39,0.23,-2.56,16.26
1879,农牧饲渔,600359,新农开发,28.27009996,28.27009996,23.38,4.02,-0.07,5.26,0.26,2.49,15.96
1880,农牧饲渔,603182,嘉华股份,23.037,13.03101408,16.13,2.1,-0.11,5.58,0.22,13.18,22.7
1881,农牧饲渔,839371,欧福蛋业,22.43465253,21.14698087,32.77,4.09,-0.15,-7.01,-0.14,-20.47,61.06
1882,农牧饲渔,603231,索宝蛋白,32.54804785,18.06521694,18.3,1.75,-0.2,2.84,0.15,9.18,5.79
1883,农牧饲渔,600965,福成股份,41.42626832,41.42626832,43.2,1.93,-0.25,-1.56,0.01,-16.36,16.59
1884,农牧饲渔,600354,敦煌种业,34.62381645,34.62381645,13.55,4.84,-0.29,7.15,0.27,-0.61,10.81
1885,农牧饲渔,603609,禾丰股份,78.8383349,78.8383349,16.71,1.21,-0.33,-2.69,-0.04,2.37,0.82
1886,农牧饲渔,600371,万向德农,27.2975274,27.2975274,30.09,4.94,-0.39,3.09,0.18,-7.99,10.02
1887,农牧饲渔,600251,冠农股份,62.237186,62.237186,8.4,1.68,-0.51,7.82,0.29,8.83,11.1
1888,农牧饲渔,601952,苏垦农发,136.5598,136.5598,41.42,2.05,-0.59,3.12,0.13,-2.84,3.44
1889,农牧饲渔,605296,神农集团,164.69448197,164.30755401,18.01,3.32,-0.63,4.52,0.33,0.77,13.29
1890,农牧饲渔,002311,海大集团,926.3759833,925.69186151,18.06,4.08,-0.7,-8.33,-0.18,9.28,16.12
1891,农牧饲渔,603717,天域生物,21.55786563,21.55786563,39.14,4.05,-0.8,7.2,0.26,3.48,-7.7
1892,农牧饲渔,002157,正邦科技,261.77960127,202.47298488,38.36,2.24,-0.86,0.36,0.0,1.07,-3.08
1893,农牧饲渔,603477,巨星农牧,107.3698051,107.3698051,20.7,3.48,-0.9,-1.8,-0.04,-10.27,19.74
1894,农牧饲渔,300138,晨光生物,64.49386242,53.17482448,14.73,2.04,-0.91,17.59,0.64,27.87,55.41
1895,农牧饲渔,002746,仙坛股份,51.54626975,42.509606,26.83,1.15,-1.01,2.04,0.11,-0.33,-1.64
1896,农牧饲渔,832419,路斯股份,22.91335952,20.76060177,34.69,4.1,-1.01,-11.89,-0.22,15.1,52.97
1897,农牧饲渔,300673,佩蒂股份,39.66352432,25.82157405,44.61,2.26,-1.17,-6.28,-0.1,11.7,-8.29
1898,农牧饲渔,300498,温氏股份,1163.77173313,1042.95689458,14.54,2.84,-1.17,2.4,0.18,2.4,7.23
1899,农牧饲渔,600313,农发种业,69.0442747,69.0442747,33.44,3.52,-1.25,1.91,0.08,-5.48,-5.48
1900,农牧饲渔,603363,傲农生物,98.39195702,60.40295702,11.27,3.36,-1.32,0.54,-0.0,6.18,6.78
1901,农牧饲渔,300761,立华股份,159.33241268,116.25175614,19.33,1.77,-1.33,-0.57,0.04,-8.16,0.37
1902,农牧饲渔,300967,晓鸣股份,36.78235169,24.47154295,9.29,5.0,-1.35,5.6,0.1,-18.33,69.78
1903,农牧饲渔,002772,众兴菌业,31.81322594,31.56193485,16.5,0.98,-1.36,2.54,0.11,7.87,14.27
1904,农牧饲渔,002124,天邦食品,68.87994879,61.14313359,13.57,1.81,-1.42,1.64,-0.02,-2.52,11.11
1905,农牧饲渔,002385,大北农,177.16323688,145.19200894,32.97,2.04,-1.43,1.46,0.1,-4.63,-4.85
1906,农牧饲渔,002982,湘佳股份,31.59665316,20.19569063,22.87,1.98,-1.51,-5.36,-0.01,-5.18,24.0
1907,农牧饲渔,000048,京基智农,83.9967084,83.4387444,18.74,1.99,-1.65,-1.6,-0.06,0.51,-10.31
1908,农牧饲渔,000876,新 希 望,441.25191596,440.90197423,24.81,1.98,-1.77,1.14,0.08,-3.64,9.13
1909,农牧饲渔,002100,天康生物,87.10304666,87.10304666,14.7,1.28,-2.04,1.11,0.05,1.75,0.79
1910,农牧饲渔,001338,永顺泰,60.60908475,28.5033013,21.34,1.71,-2.38,2.67,0.21,4.86,14.18
1911,农牧饲渔,600598,北大荒,260.78564265,260.78564265,12.1,3.54,-3.15,1.03,0.08,-6.5,3.31
1912,农牧饲渔,301498,乖宝宠物,365.60066855,163.60813177,44.77,8.62,-3.28,-18.84,-0.49,-5.86,17.06
1913,农牧饲渔,002891,中宠股份,168.80450822,168.80442503,46.3,6.1,-4.23,-14.19,-0.28,22.13,56.01
1914,半导体,688008,澜起科技,948.80134946,948.80134946,45.15,8.23,6.65,2.86,0.31,12.62,22.77
1915,半导体,688401,路维光电,65.23079713,39.04133677,33.18,4.71,0.39,6.24,0.26,-6.51,29.32
1916,半导体,603160,汇顶科技,328.81558291,328.81558291,42.08,3.74,0.29,3.62,0.12,2.11,-11.22
1917,半导体,603324,盛剑科技,39.7431444,39.7431444,48.19,2.38,-0.27,11.91,0.38,10.9,3.45
1918,半导体,688138,清溢光电,85.02748,72.06268,41.08,3.19,-0.47,8.56,0.3,1.31,18.83
1919,半导体,688099,晶晨股份,303.15079923,303.15079923,40.28,4.5,-0.71,7.93,0.31,6.35,4.82
1920,半导体,688508,芯朋微,74.6105386,74.6105386,45.41,3.0,-0.8,10.51,0.42,15.16,33.44
1921,半导体,688123,聚辰股份,126.17642356,126.17642356,31.71,5.54,-0.96,8.99,0.39,11.8,37.07
1922,半导体,688147,微导纳米,141.94421171,31.13621171,42.19,5.27,-0.99,7.17,0.27,4.66,14.64
1923,半导体,603501,豪威集团,1506.61382933,1506.61382933,43.49,6.03,-1.05,-0.66,-0.01,0.02,18.55
1924,半导体,688252,天德钰,97.71519836,43.56090297,34.62,4.39,-1.21,3.96,0.19,0.67,0.04
1925,半导体,603290,斯达半导,195.45824295,195.45824295,47.12,2.95,-1.46,3.79,0.12,-2.84,-8.48
1926,半导体,688082,盛美上海,485.86159799,480.15439604,49.31,6.01,-1.7,5.23,0.36,8.44,10.1
1927,半导体,605111,新洁能,128.96076205,128.96076205,29.78,3.2,-2.11,1.94,0.09,-1.27,-8.27
1928,半导体,300373,扬杰科技,279.22642774,278.60978525,25.57,3.17,-2.82,5.38,0.29,14.4,19.18
1929,半导体,300666,江丰电子,185.24690087,154.3385853,29.46,4.02,-3.05,-4.2,-0.06,-7.85,0.97
1930,半导体,688120,华海清科,394.87069021,394.87069021,42.29,5.98,-3.29,9.25,0.46,-1.0,2.69
1931,半导体,301050,雷电微力,127.09588595,108.04132123,46.14,4.22,-3.36,5.12,0.24,6.05,1.05
1932,半导体,600360,XD*ST华,82.00921896,82.00921896,37.33,2.44,-3.41,28.63,1.01,22.88,88.11
1933,半导体,688403,汇成股份,80.36255944,55.52338315,49.5,2.57,-3.82,4.75,0.2,9.85,8.12
1934,贸易行业,600755,厦门国贸,137.20044259,134.96563223,8.13,0.69,0.76,4.99,0.13,6.57,0.32
1935,贸易行业,600710,苏美达,129.36819397,129.36819397,11.04,1.76,0.55,9.89,0.34,15.12,10.86
1936,贸易行业,001316,润贝航科,37.98290454,36.48796764,27.89,3.18,0.17,10.37,0.41,44.0,61.32
1937,贸易行业,300755,华致酒行,76.02402816,75.95630942,22.26,2.37,-0.01,-9.37,-0.31,12.45,2.76
1938,贸易行业,603071,物产环能,73.31521368,73.31521368,11.86,1.37,-0.25,7.71,0.26,15.16,6.66
1939,贸易行业,000061,农 产 品,109.96327569,109.96125879,36.92,1.75,-0.33,-0.76,0.09,-5.68,-6.63
1940,贸易行业,000019,深粮控股,78.83341137,28.46920224,21.58,1.63,-0.39,0.74,0.06,-7.57,6.54
1941,贸易行业,600058,五矿发展,87.25353188,87.25353188,32.5,1.75,-0.4,12.98,0.42,18.14,14.33
1942,贸易行业,601061,中信金属,407.19,41.64588469,17.83,1.88,-0.64,12.7,0.44,14.15,17.21
1943,贸易行业,001287,中电港,140.04958788,80.61180598,41.41,2.68,-0.72,3.25,0.12,-7.15,-8.76
1944,贸易行业,600739,辽宁成大,179.89387436,179.89387436,12.95,0.61,-0.81,9.59,0.34,20.49,13.62
1945,贸易行业,600278,XD东方创,65.52263715,65.13209211,29.45,0.88,-1.13,3.46,0.16,13.01,7.95
1946,贸易行业,002091,江苏国泰,119.46819981,117.2382546,12.32,0.77,-1.16,3.95,0.14,12.4,4.56
1947,贸易行业,600153,建发股份,314.30997893,314.30997893,13.45,0.57,-1.5,9.83,0.28,10.39,10.39
1948,旅游酒店,600258,首旅酒店,156.99439952,156.99439952,27.5,1.37,0.45,-2.47,-0.0,-6.02,-1.75
1949,旅游酒店,002159,三特索道,27.21575339,21.25387295,22.56,2.02,-0.09,5.11,0.21,0.52,-0.07
1950,旅游酒店,603199,九华旅游,39.800528,39.800528,14.49,2.64,-0.46,-2.7,-0.07,-4.72,8.74
1951,旅游酒店,002033,丽江股份,48.41013164,48.40920395,35.11,2.04,-0.56,3.27,0.14,-6.18,3.4
1952,旅游酒店,605108,同庆楼,49.79,49.79,24.02,2.21,-0.74,-8.52,-0.26,-9.03,-21.48
1953,旅游酒店,000888,峨眉山Ａ,74.18936476,74.18936476,31.49,2.91,-0.82,2.25,0.21,-5.44,6.42
1954,旅游酒店,601888,中国中免,1276.89980196,1205.06790576,16.47,2.24,-1.21,3.98,0.16,-4.5,-6.43
1955,旅游酒店,300144,宋城演艺,223.97114508,201.16202322,22.74,2.86,-2.96,-3.27,-0.1,-11.69,-6.05
1956,光伏设备,300274,阳光电源,1544.54251088,1184.33353951,10.09,4.01,9.79,28.8,0.9,32.52,2.39
1957,光伏设备,605117,德业股份,492.82633398,492.82633398,17.46,5.7,2.18,-2.27,-0.09,-7.19,-7.19
1958,光伏设备,300827,上能电气,125.16975319,95.51433866,35.7,5.67,1.4,30.16,0.96,27.4,-20.49
1959,光伏设备,688503,聚和材料,107.07568366,79.92612123,29.86,2.3,1.22,41.85,1.34,36.8,0.82
1960,光伏设备,300842,帝科股份,64.34596153,57.2767854,46.46,3.71,0.76,16.39,0.55,16.15,11.47
1961,光伏设备,603806,福斯特,352.96208255,352.96208255,22.0,2.26,0.63,16.46,0.54,12.56,-6.95
1962,光伏设备,603381,永臻股份,50.89148193,30.48853365,47.37,1.4,0.18,6.18,0.21,10.28,0.42
1963,光伏设备,603628,清源股份,34.99164,34.78312152,27.35,2.72,-0.04,10.27,0.36,13.1,2.98
1964,光伏设备,301266,宇邦新材,38.6333133,36.6508167,28.72,2.17,-0.11,16.37,0.56,16.54,5.27
1965,光伏设备,688726,拉普拉斯,186.61217742,16.71779158,18.5,5.11,-0.12,17.18,0.64,19.8,3.16
1966,光伏设备,603396,金辰股份,37.20848059,37.20848059,39.61,1.45,-0.23,12.05,0.45,13.62,0.41
1967,光伏设备,300751,迈为股份,200.83631831,138.06236208,30.98,2.68,-0.51,6.94,0.24,0.45,-31.25
1968,光伏设备,603105,芯能科技,42.45055346,42.45055346,38.48,2.15,-0.53,3.94,0.17,3.79,-3.63
1969,光伏设备,000821,京山轻机,74.86954832,72.67902183,19.62,1.83,-0.7,11.99,0.41,8.0,-2.91
1970,光伏设备,300776,帝尔激光,156.7501814,96.03531284,24.02,4.61,-0.75,8.12,0.31,-0.45,-9.32
1971,光伏设备,688516,奥特维,106.05431962,98.09448533,18.77,2.96,-0.81,6.94,0.26,-2.83,-19.44
1972,光伏设备,301636,泽润新能,36.66651718,8.69251297,27.86,3.38,-1.04,6.28,0.21,73.65,73.65
1973,光伏设备,300763,锦浪科技,248.38537169,199.97866331,31.89,2.95,-1.08,24.12,0.81,23.39,2.18
1974,光伏设备,688408,中信博,102.32567535,102.32567535,23.22,2.38,-1.43,14.66,0.51,0.52,-34.22
1975,光伏设备,002897,意华股份,73.99114908,69.57188857,28.62,2.99,-1.46,2.76,0.11,5.77,-7.56
1976,光伏设备,300316,晶盛机电,364.44325571,342.741877,15.9,2.19,-1.81,4.38,0.15,-3.94,-11.65
1977,光伏设备,002056,横店东磁,241.40407178,241.15860854,13.18,2.47,-2.01,17.17,0.54,17.5,18.63
1978,光伏设备,300724,捷佳伟创,195.55412077,161.48530271,6.9,1.72,-2.29,11.5,0.34,5.44,-9.3
1979,光伏设备,002617,露笑科技,148.6483563,146.2093758,37.9,2.39,-6.36,-1.03,-0.01,9.65,1.05
1980,医疗服务,600327,大东方,44.94679951,44.94679951,28.14,1.33,1.42,5.77,0.29,3.25,-4.15
1981,医疗服务,300759,康龙化成,468.55452084,374.00784553,38.33,3.41,0.28,12.72,0.49,18.27,3.33
1982,医疗服务,002172,澳洋健康,30.39957469,30.38129761,41.08,19.87,-0.01,3.95,0.25,20.67,26.84
1983,医疗服务,301103,何氏眼科,35.46114009,18.6454254,27.25,1.88,-0.13,4.15,0.25,22.22,12.37
1984,医疗服务,301033,迈普医学,40.51698542,34.09592936,41.92,5.89,-0.17,-2.47,-0.2,8.52,46.95
1985,医疗服务,688315,诺禾致源,61.5976,61.5976,45.46,2.45,-0.32,4.5,0.27,8.74,18.88
1986,医疗服务,301267,华厦眼科,162.288,63.52973865,27.11,2.84,-0.75,2.54,0.14,3.54,2.66
1987,医疗服务,600763,通策医疗,185.62498356,185.62498356,25.23,4.63,-1.18,-0.14,0.09,-2.7,-5.57
1988,医疗服务,301333,诺思格,49.70071434,29.40646398,47.65,2.69,-1.3,1.16,0.26,14.03,3.27
1989,医疗服务,600721,百花医药,29.24476389,29.24476389,35.28,3.75,-1.7,-4.02,0.02,15.13,15.48
1990,医疗服务,002821,凯莱英,349.92014589,307.63321238,26.78,2.08,-1.71,4.95,0.2,54.52,29.4
1991,医疗服务,688621,阳光诺和,56.3584,56.3584,47.63,5.57,-3.09,-12.26,-0.27,12.47,34.04
1992,医疗服务,688076,诺泰生物,120.8898506,120.8898506,19.8,4.32,-4.67,13.25,0.53,11.0,4.77
1993,医疗服务,300015,爱尔眼科,1155.41664741,982.64584153,27.52,5.68,-5.15,0.97,0.08,-1.98,-5.35
1994,小金属,600392,盛和资源,262.39813753,262.39813753,38.97,2.76,2.82,25.97,0.96,42.44,47.05
1995,小金属,000657,中钨高新,284.41350662,155.6641803,32.18,3.09,2.16,8.63,0.39,36.54,37.9
1996,小金属,600281,华阳新材,40.12335795,40.12335795,10.15,25.07,2.02,49.1,1.71,130.09,138.53
1997,小金属,300811,铂科新材,131.2999796,104.53277613,44.5,4.97,1.25,12.48,0.4,11.26,-15.38
1998,小金属,600549,厦门钨业,347.20502015,339.84492403,22.2,2.22,1.11,12.82,0.51,20.83,16.02
1999,小金属,688190,云路股份,105.876,105.876,33.54,4.22,-0.25,9.85,0.38,-3.76,-3.44
2000,小金属,600301,华锡有色,136.57131872,59.44497353,22.25,3.29,-0.35,12.61,0.5,2.66,26.93
2001,小金属,300224,正海磁材,127.08128252,126.22792011,45.72,3.53,-1.32,24.44,0.86,23.23,25.27
2002,小金属,600459,贵研铂业,121.64720736,120.61432928,14.94,1.71,-1.44,10.43,0.42,24.61,18.61
2003,小金属,300835,龙磁科技,52.8459419,36.46841876,46.4,4.93,-1.52,40.69,1.29,29.44,44.06
2004,小金属,601958,金钼股份,364.6062972,364.6062972,13.45,2.06,-1.66,6.42,0.28,12.89,12.33
2005,小金属,000795,英洛华,125.83893543,125.83893543,45.71,4.81,-2.19,11.19,0.47,2.12,15.5
2006,小金属,000962,东方钽业,85.44062993,84.88080229,37.8,3.27,-2.28,0.59,0.09,17.26,24.23
2007,小金属,600456,宝钛股份,148.01548158,148.01548158,45.6,2.1,-2.61,6.26,0.22,0.65,8.89
2008,小金属,301026,浩通科技,42.10088054,29.68045716,42.53,2.84,-2.79,12.53,0.49,33.74,37.54
2009,小金属,603993,洛阳钼业,1743.5884142,1424.5841594,11.05,2.52,-3.06,16.33,0.56,23.82,26.72
2010,小金属,000960,锡业股份,264.80953408,264.80953408,13.26,1.42,-3.54,14.84,0.52,15.42,17.1
2011,房地产服务,001914,招商积余,129.78635774,129.78595382,14.79,1.22,0.43,6.35,0.11,0.66,15.8
2012,房地产服务,603506,南都物业,24.99322238,24.99322238,21.19,2.23,0.21,-1.87,0.32,31.91,56.4
2013,房地产服务,002188,中天服务,18.87389295,14.8498455,49.44,6.06,-0.07,10.31,0.4,29.66,27.94
2014,房地产服务,002968,新大正,23.89493388,22.50331068,17.66,1.99,-0.23,-8.3,0.07,17.99,18.25
2015,房地产服务,603682,锦和商管,28.20825,28.20825,13.08,2.91,-0.53,-0.17,0.05,19.4,-17.77
2016,电子化学品,688019,安集科技,249.22357438,249.22357438,36.91,8.84,-0.29,8.26,0.46,14.13,38.85
2017,电子化学品,688268,华特气体,60.59755244,60.55675274,34.12,3.44,-0.41,6.69,0.13,-7.49,11.14
2018,电子化学品,300481,濮阳惠成,42.23148188,41.9780993,29.15,1.77,-0.47,9.28,0.3,8.8,-1.03
2019,电子化学品,688545,兴福电子,98.352,18.69325212,46.17,3.5,-0.55,3.68,0.11,2.94,137.98
2020,电子化学品,688146,中船特气,158.18823538,43.31728759,45.63,2.87,-0.63,4.1,0.17,7.4,3.5
2021,电子化学品,603931,格林达,51.24659198,51.24659198,40.26,3.3,-0.72,-5.63,-0.12,-10.74,11.8
2022,电子化学品,688106,金宏气体,84.6352483,84.6352483,48.08,2.92,-1.14,-4.26,-0.15,2.03,3.84
2023,电子化学品,300054,鼎龙股份,268.43929311,208.72656484,47.6,5.88,-1.54,2.37,0.11,-3.56,9.22
2024,电子化学品,002643,万润股份,106.57444797,104.20871032,33.36,1.52,-1.86,3.55,0.11,10.3,-3.7
2025,电子化学品,002409,雅克科技,256.38224014,171.58820381,24.63,3.51,-1.94,3.32,0.12,-1.08,-6.62
2026,电子化学品,688550,瑞联新材,67.46872105,67.46872105,36.96,2.26,-4.03,-13.66,-0.46,4.55,26.61
